village,VillageID,GramPanch,Tahsil,ICTahsilID,district,ICDistrictID,StateName,StateID,JSSVillageID
Kosmi ,6564600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10269
Murar Gota,6564700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10270
Dorba ,6564800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10271
Tado ,6564900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10272
Pusewada ,6565000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10273
Puswada ,6565100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10274
Kamkasur ,6565200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10275
Dulki ,6565300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10276
Bodra ,6565400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10277
Adjal ,6565500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10278
Kahdabari ,6565600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10279
Umarpal Tiju,6565700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10280
Siwani ,6565800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10281
Kohaka ,6565900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10282
Padbharri ,6566000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10283
Bhadur ,6566100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10284
Jakke ,6566200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10285
Ghodagaon ,6566300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10286
Kumudkatta ,6566400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10287
Madhri ,6566500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10288
Wako ,6566600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10289
Hilchur ,6566700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10290
Kumhari ,6566800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10291
Michgaon ,6566900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10292
Kamansur ,6567000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10293
Masul ,6567100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10294
Wasadi ,6567200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10295
Ghotiya ,6567300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10296
Gotulmuda ,6567400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10297
Konde ,6567500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10298
Dhodhari ,6567600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10299
Koral Dand,6567700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10300
Salhe ,6567800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10301
Bhawasa ,6567900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10302
Chawela ,6568000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10303
Nawagaon ,6568100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10304
Fulkodo ,6568200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10305
Bharritola ,6568300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10306
Iragaon ,6568400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10307
Kahgaon ,6568500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10308
Bhaisbod ,6568600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10309
Panabaras ,6568700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10310
Tolang ,6568800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10311
Urjhe ,6568900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10312
Khawas Phadki,6569000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10313
Jabkasa ,6569100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10314
Bukmarka ,6569200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10315
Sudiyal ,6569300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10316
Sambalpur ,6569400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10317
Gattegahan ,6569500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10318
Unchapur ,6569600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10319
Pugada ,6569700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10320
Koracha ,6569800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10321
Teregaon ,6569900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10322
Kondal ,6570000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10323
Jamdi ,6570100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10324
Kohaka ,6570200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10325
Khedegaon ,6570300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10326
Medha ,6570400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10327
Dhabba ,6570500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10328
Khairkatta ,6570600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10329
Korkoti ,6570700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10330
Kande ,6570800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10331
Hanaikalkhurd ,6570900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10332
Hanaikalkalan ,6571000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10333
Belgaon ,6571100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10334
Kanely ,6571200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10335
Panchal Fadki,6571300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10336
Pardoni ,6571400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10337
Manpur ,6571500,SHIVTARAI,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10338
Tumdikasa ,6571600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10339
Nedgaon ,6571700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10340
Saroli ,6571800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10341
Maler ,6571900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10342
Basely ,6572000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10343
Ghotia ,6572100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10344
Tohe ,6572200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10345
Kotari ,6572300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10346
Yerkod ,6572400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10347
Michgaon ,6572500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10348
Markeli ,6572600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10349
Kande ,6572700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10350
Paraljhari ,6572800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10351
Ranwahi ,6572900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10352
Amakodo ,6573000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10353
Pitemeta ,6573100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10354
Michgaon ,6573200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10355
Tatekasa ,6573300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10356
Sendawahi ,6573400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10357
Halanjur ,6573500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10358
Adasmeta ,6573600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10359
Kunjkanhar ,6573700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10360
Mahka ,6573800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10361
Karekatta ,6573900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10362
Sitagaon ,6574000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10363
Lekhepal ,6574100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10364
Badma ,6574200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10365
Halora ,6574300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10366
Kandadi ,6574400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10367
Murjhar ,6574500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10368
Chawargaon ,6574600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10369
Sahpal ,6574700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10370
Khursekalan ,6574800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10371
Khursekhurd ,6574900,SINGHOURA,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10372
Borkanhar ,6575000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10373
Kalwar ,6575100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10374
Madanwada ,6575200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10375
Munjal ,6575300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10376
Kundkal ,6575400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10377
Muchar ,6575500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10378
Panahur ,6575600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10379
Retegaon ,6575700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10380
Hurwe ,6575800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10381
Dorde ,6575900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10382
Hureli ,6576000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10383
Ranwahi ,6576100,RATANPUR,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10384
Raimanhora ,6576200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10385
Madiya Jamdi,6576300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10386
Jamdi ,6576400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10387
Newargaon ,6576500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10388
Mardagota ,6576600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10389
Bodegaon ,6576700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10390
Palebhatti ,6576800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10391
Semhar Bandha,6576900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10392
Badgaon ,6577000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10393
Aundhi ,6577100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10394
Dongargaon ,6577200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10395
Alkanhar ,6577300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10396
Warkundi ,6577400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10397
Navagarh ,6577500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10398
Domikalan ,6577600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10399
Salhebatti ,6577700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10400
Gudaras ,6577800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10401
Garhdomi ,6577900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10402
Chichwahi ,6578000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10403
Ampayali ,6578100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10404
Mundeli ,6578200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10405
Merhakhurd ,6578300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10406
Serkheda ,6578400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10407
Morchul ,6578500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10408
Tukam ,6578600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10409
Gahangatta ,6578700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10410
Medha-Bujurga ,6578800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10411
Bagdongari ,6578900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10412
Gattepayali ,6579000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10413
Ghotia Kanhar,6579100,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10414
Halepayali ,6579200,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10415
Nawagaon ,6579300,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10416
Baler ,6579400,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10417
Ghodajhari ,6579500,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10418
Nalkasa ,6579600,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10419
Sharda ,6579700,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10420
Pendodi ,6579800,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10421
Dodke ,6579900,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10422
Nideli ,6580000,NULL,Manpur ,7,Rajnandgaon ,9,Chhattisgarh,22,10423
NULL,NULL,NULL,Ambagarh,8,Rajnandgaon,9,CHHATTISGARH,22,NULL
Makke ,6580100,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10424
Salhe Kusumkasa,6580200,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10425
Kusumkasa ,6580300,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10426
Singraitola ,6580400,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10427
Pendalkuhi ,6580500,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10428
Nigenchuwa ,6580600,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10429
Otabandha ,6580700,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10430
Karcha Tola,6580800,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10431
Khursitikur ,6580900,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10432
Boga Tola,6581000,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10433
Hemal Kohda,6581100,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10434
Mirche ,6581200,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10435
Dakko Tola,6581300,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10436
Chilhati ,6581400,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10437
Khadkhadi ,6581500,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10438
Jhitiya ,6581600,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10439
Mohgaon ,6581700,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10440
Halam Kodo,6581800,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10441
Pandu Tola,6581900,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10442
Duwalgundra ,6582000,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10443
Tirpemeta ,6582100,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10444
Lata Kodo,6582200,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10445
Jaraha Tola,6582300,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10446
Rengakathera ,6582400,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10447
Hajju Tola,6582500,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10448
Dongargaon ,6582600,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10449
Kahadkasa ,6582700,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10450
Singha Bhedi,6582800,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10451
Jantargundra ,6582900,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10452
Khora Tola,6583000,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10453
Rainu Tola,6583100,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10454
Raja Tola,6583200,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10455
Ama Tola,6583300,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10456
Handi Tola,6583400,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10457
Edmagondi ,6583500,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10458
Manga Tola,6583600,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10459
Hodi Tola,6583700,SIPAT,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10460
Bital ,6583800,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10461
Chikhli ,6583900,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10462
Saonsai Tola,6584000,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10463
Kekti Tola,6584100,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10464
Bharritola ,6584200,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10465
Maldongri ,6584300,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10466
Kotra ,6584400,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10467
Khursipar ,6584500,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10468
Dhadhu Tola,6584600,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10469
Toyagondi ,6584700,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10470
Ragho Tola,6584800,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10471
Shikari Tola,6584900,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10472
Majhi Tola,6585000,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10473
Jadu Tola,6585100,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10474
Thaili Tola,6585200,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10475
Joratarai ,6585300,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10476
Gundardehi ,6585400,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10477
Teli Tola,6585500,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10478
Sangli ,6585600,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10479
Bramhan Bhedi,6585700,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10480
Kinargondi ,6585800,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10481
Dau Tola,6585900,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10482
Barar Mundi,6586000,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10483
Atra ,6586100,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10484
Bharri Tola,6586200,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10485
Bahoranbhedi ,6586300,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10486
Chhachan Pahari,6586400,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10487
Thuha Dabri,6586500,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10488
Hitaguda ,6586600,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10489
Thethwar Lanjhiya,6586700,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10490
Bramhan Lanjhiya,6586800,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10491
Kesla ,6586900,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10492
Sirrabhatha ,6587000,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10493
Sirmunda ,6587100,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10494
Boirdih ,6587200,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10495
Bhansula ,6587300,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10496
Gurra Tola,6587400,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10497
Mahud Machandur,6587500,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10498
Atargaon ,6587600,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10499
Mohad ,6587700,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10500
Keshari Tola,6587800,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10501
Pangri ,6587900,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10502
Dongaghat ,6588000,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10503
Bagnara ,6588100,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10504
Kumhali ,6588200,SHIVTARAI,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10505
Goplin Chuwa,6588300,SHIVTARAI,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10506
Bhurbhusi ,6588400,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10507
Siralgarh ,6588500,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10508
Buta Kasa,6588600,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10509
Khursitikur ,6588700,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10510
Adejhar ,6588800,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10511
Karamtara ,6588900,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10512
Hitkasa ,6589000,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10513
Mungeshi Tola,6589100,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10514
Ledijob ,6589200,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10515
Kalkasa ,6589300,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10516
Barcha Kutumb,6589400,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10517
Dewarsur ,6589500,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10518
Gotulmunda ,6589600,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10519
Taram Tola,6589700,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10520
Halamitola ,6589800,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10521
Belargondi ,6589900,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10522
Araj Kund,6590000,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10523
Netam Tola,6590100,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10524
Pateli ,6590200,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10525
Tumadikasa ,6590300,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10526
Bhandari Tola,6590400,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10527
Harekhapayali ,6590500,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10528
Kundera Tola,6590600,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10529
Nache Kohda,6590700,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10530
Bharri Tola,6590800,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10531
Bhagwan Tola,6590900,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10532
Muleti Tola,6591000,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10533
Kaudikasa ,6591100,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10534
Pandri Tarai,6591200,SAMNAPUR,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10535
Metepar ,6591300,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10536
Ghorda ,6591400,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10537
Khursitikur ,6591500,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10538
Gauli Tola,6591600,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10539
Bihari Kalan,6591700,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10540
Bihari Khurd,6591800,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10541
Dhanapayali ,6591900,NULL,Ambagarh ,8,Rajnandgaon ,9,Chhattisgarh,22,10542
