village,VillageID,GramPanch,Tahsil,ICTahsilID,district,ICDistrictID,StateName,StateID,JSSVillageID
NULL,NULL,NULL,NULL,NULL,Koriya ,1,CHHATTISGARH,22,NULL
NULL,NULL,NULL,Bharatpur,1,Koriya ,1,CHHATTISGARH,22,NULL
Badwahi ,5538100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,2
Barchha ,5538200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,3
Satkiyari ,5538300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,4
Mehdauli ,5538400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,5
Ghughari ,5538500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,6
Bela ,5538600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,7
Madisarai ,5538700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,8
Harchoka ,5538800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,9
Karri ,5538900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,10
Chidaula ,5539000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,11
Chhirhatola ,5539100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,12
Bhuskatola ,5539200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,13
Udaki ,5539300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,14
Jawaritola ,5539400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,15
Poonji ,5539500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,16
Markhohi ,5539600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,17
Padauli ,5539700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,18
Janua ,5539800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,19
Deogarh ,5539900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,20
Ghordhara ,5540000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,21
Charkhar ,5540100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,22
Naudhiya ,5540200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,23
Pandri ,5540300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,24
Belgaon ,5540400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,25
Domhara ,5540500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,26
Harrai ,5540600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,27
Awaradandi ,5540700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,28
Singrauli ,5540800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,29
Kuwari ,5540900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,30
Larkonda ,5541000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,31
Dongritola ,5541100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,32
Badkadol ,5541200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,33
Bharatpur ,5541300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,34
Patwahi ,5541400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,35
Jardol ,5541500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,36
Janakpur ,5541600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,37
Usta ,5541700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,38
Dongritola ,5541800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,39
Sirkhola ,5541900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,40
Chanti ,5542000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,41
Ganjar ,5542100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,42
Jamthan ,5542200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,43
Ghatai ,5542300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,44
Kanjia ,5542400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,45
Malakdol ,5542500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,46
Pipariyadol ,5542600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,47
Mannodh ,5542700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,48
Bhumka ,5542800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,49
Tilauli ,5542900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,50
Pondi ,5543000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,51
Mantoliya ,5543100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,52
Patpartola ,5543200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,53
Gadwar ,5543300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,54
Chandela ,5543400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,55
Darritola ,5543500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,56
Gadhaura ,5543600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,57
Sanbora ,5543700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,58
Phuljhar ,5543800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,59
Matiya ,5543900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,60
Toji ,5544000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,61
Jolgi ,5544100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,62
Kuwarpur ,5544200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,63
Ara ,5544300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,64
Kaklendi ,5544400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,65
Toja ,5544500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,66
Mathmaur ,5544600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,67
Koilara ,5544700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,68
Kurkuti ,5544800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,69
Potta Jhorki,5544900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,70
Jaiti ,5545000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,71
Ramgarh ,5545100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,72
Girwani ,5545200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,73
Sagra ,5545300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,74
Balauda ,5545400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,75
Nagri ,5545500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,76
Matta ,5545600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,77
Masaura ,5545700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,78
Kudra ,5545800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,79
Seri ,5545900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,80
Uchehra ,5546000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,81
Tartora ,5546100,NEORA,Bharatpur ,1,Koriya,1,Chhattisgarh,22,82
Tikaritola ,5546200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,83
Khandakhoh ,5546300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,84
Lakhantola ,5546400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,85
Kashitola ,5546500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,86
Bahrasi ,5546600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,87
Mohantola ,5546700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,88
Pichhaura Bandh,5546800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,89
Khetauli ,5546900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,90
Benipura ,5547000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,91
Karimati ,5547100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,92
Harri ,5547200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,93
Umarwah ,5547300,LAKHRAM,Bharatpur ,1,Koriya,1,Chhattisgarh,22,94
Bhawarkhoh ,5547400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,95
Chutki ,5547500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,96
Dhobatal ,5547600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,97
Mantoliya ,5547700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,98
Dandwajhar ,5547800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,99
Manaura ,5547900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,100
Barail ,5548000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,101
Sutari ,5548100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,102
Ranpa ,5548200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,103
Khamraudh ,5548300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,104
Dhanauli ,5548400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,105
Barauta ,5548500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,106
Dundhasi ,5548600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,107
Larghadandi ,5548700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,108
Parewadol ,5548800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,109
Juili ,5548900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,110
Mainpur ,5549000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,111
Karwa ,5549100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,112
Deogarhkhoh ,5549200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,113
Badwar ,5549300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,114
Ohaniya ,5549400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,115
Kannoj ,5549500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,116
Barhori ,5549600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,117
Semriha ,5549700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,118
Hathwari ,5549800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,119
Badhwar ,5549900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,120
Bhagwanpur ,5550000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,121
Rend ,5550100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,122
Narayanpur ,5550200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,123
Patparha ,5550300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,124
Kudra ,5550400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,125
Dulari ,5550500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,126
Kormo ,5550600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,127
Katrengi ,5550700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,128
Dhab ,5550800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,129
Chuil ,5550900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,130
Patasi ,5551000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,131
Katharradol ,5551100,AMALI,Bharatpur ,1,Koriya,1,Chhattisgarh,22,132
Aktawar ,5551200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,133
Ghaghara ,5551300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,134
Sadantola ,5551400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,135
Lawahori ,5551500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,136
Dhorgi ,5551600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,137
Khohra ,5551700,AMALI,Bharatpur ,1,Koriya,1,Chhattisgarh,22,138
Kodwariya ,5551800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,139
Neruwa ,5551900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,140
Rajrawal ,5552000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,141
Khirki ,5552100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,142
Gidher ,5552200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,143
Kotadol ,5552300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,144
Sarangwah ,5552400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,145
Masarra ,5552500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,146
Dhummadol ,5552600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,147
Jamuniha ,5552700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,148
Bhumka ,5552800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,149
Dhabdhabai ,5552900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,150
Naugai ,5553000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,151
Neur ,5553100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,152
Kamarjee ,5553200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,153
Muluknar ,5553300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,154
Chhatauda ,5553400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,155
Odari ,5553500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,156
Murkil ,5553600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,157
Risagada ,5553700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,158
Thiskoli ,5553800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,159
Mongra ,5553900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,160
Badgaon Khurd,5554000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,161
Sukhad ,5554100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,162
Khokhaniya ,5554200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,163
Gopatnagar ,5554300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,164
Sonwahi ,5554400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,165
Ondi ,5554500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,166
Sitapur ,5554600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,167
Katwar ,5554700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,168
Deosil ,5554800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,169
Raunk ,5554900,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,170
Chikhali ,5555000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,171
Bagridand ,5555100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,172
Kudri ,5555200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,173
Jhanpar ,5555300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,174
Botaraksa ,5555400,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,175
Ghatma ,5555500,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,176
Kesaunda ,5555600,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,177
Rusani ,5555700,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,178
Dhab Tumadi,5555800,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,179
Baghail ,5555900,MANGLA,Bharatpur ,1,Koriya,1,Chhattisgarh,22,180
Janaura ,5556000,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,181
Badgaon Kalan,5556100,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,182
Badera ,5556200,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,183
Maniyari ,5556300,NULL,Bharatpur ,1,Koriya,1,Chhattisgarh,22,184
NULL,NULL,NULL,Baikunthpur,2,Koriya ,1,CHHATTISGARH,22,NULL
Jagatpur ,5556400,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,185
Lotanpara ,5556500,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,186
Ratga ,5556600,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,187
Dudhniya ,5556700,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,188
Tilwandand ,5556800,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,189
Nagar ,5556900,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,190
Umjhar ,5557000,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,191
Vishunpur ,5557100,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,192
Junapara ,5557200,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,193
Sardi ,5557300,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,194
Sheopur ,5557400,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,195
Kharwat ,5557500,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,196
Chharchha ,5557501,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,197
Rakya ,5557600,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,198
Sitapur ,5557700,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,199
Dudhaniya Kalan,5557800,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,200
Cherwapara ,5557900,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,201
Urumdunga ,5558000,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,202
Ani ,5558100,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,203
Rampur ,5558200,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,204
Khanda ,5558300,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,205
Janakpur ,5558400,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,206
Bhandi ,5558500,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,207
Jampara ,5558600,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,208
Junapara ,5558700,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,209
Kenapara ,5558800,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,210
Amgaon ,5558900,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,211
Phulpur ,5559000,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,212
Shankarpur ,5559100,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,213
Sagarpur ,5559200,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,214
Odgi ,5559300,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,215
Chhind Dand,5559400,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,216
Talwapara ,5559500,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,217
Harratola ,5559600,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,218
Dhauratikra ,5559700,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,219
Cher ,5559800,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,220
Dongripara ,5559900,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,221
Gadbadi ,5560000,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,222
Jaliyadand ,5560100,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,223
Sara ,5560200,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,224
Dhodhibahra ,5560300,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,225
Bhandarpara ,5560400,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,226
Karildhowa ,5560500,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,227
Surmi ,5560600,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,228
Salba ,5560700,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,229
Salka ,5560800,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,230
Meko ,5560900,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,231
Khairatidand ,5561000,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,232
Bakira ,5561100,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,233
Chitajhor ,5561200,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,234
Khursiya ,5561300,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,235
Keradol ,5561400,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,236
Tegani ,5561500,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,237
Dohadapara ,5561600,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,238
Matijhariya ,5561700,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,239
Putadand ,5561800,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,240
Amarpur ,5561900,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,241
Mansukh ,5562000,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,242
Robo ,5562100,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,243
Chilka ,5562200,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,244
Piparhiya ,5562300,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,245
Basti ,5562400,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,246
Parcha ,5562500,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,247
Mandalpara ,5562600,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,248
Majhgawan ,5562700,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,249
Narkeli ,5562800,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,250
Narsinghpur ,5562900,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,251
Deori ,5563000,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,252
Kot ,5563100,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,253
Saraigahana ,5563200,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,254
Mudijhariya ,5563300,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,255
Modipara ,5563400,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,256
Patrapali ,5563500,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,257
Bhakhar ,5563600,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,258
Badgaon ,5563700,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,259
Jampani ,5563800,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,260
Dobhapani ,5563900,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,261
Korchadand ,5564000,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,262
Telaidhar ,5564100,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,263
Kanchanpur ,5564200,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,264
Basudeopur ,5564300,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,265
Khutrapara ,5564400,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,266
Amapara ,5564500,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,267
Charpara ,5564600,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,268
Tamjeera ,5564700,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,269
Barpara ,5564800,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,270
Chopan ,5564900,ANUPPUR,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,271
Sanbothapara ,5565000,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,272
Jatasemar ,5565100,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,273
Jharnapara ,5565200,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,274
Sattipara ,5565300,SEMARIYA,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,275
Kadamnara ,5565400,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,276
Raghubirpur ,5565500,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,277
Golhaghat ,5565600,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,278
Jaipur ,5565700,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,279
Kudeli ,5565800,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,280
Sarbhoka ,5565900,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,281
Bodar ,5566000,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,282
Khodri ,5566100,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,283
Kasara ,5566200,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,284
Dabripara ,5566300,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,285
Targawan ,5566400,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,286
Amhar ,5566500,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,287
Rampur ,5566600,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,288
Pasla ,5566700,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,289
Shivpur ,5566800,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,290
Kotaktal ,5566900,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,291
Jamghana ,5567000,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,292
Hathwar ,5567100,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,293
Mahora ,5567200,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,294
Manpur ,5567300,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,295
Dakaipara ,5567400,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,296
Khairi ,5567500,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,297
Murma ,5567600,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,298
Anga ,5567700,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,299
Puta ,5567800,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,300
Champajhar ,5567900,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,301
Pipardand ,5568000,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,302
Katkona ,5568100,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,303
Bardiya ,5568200,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,304
Temri ,5568300,NULL,Baikunthpur ,2,Koriya,1,Chhattisgarh,22,305
